Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
New Year's silk hat,,,Red,No,500,125,33,Red,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkRed,910,5946,4gvYY4rPwuzRbaMXQ,173A
New Year's silk hat,,,Pink,No,500,125,33,Pink,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,2,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkPink,910,5952,4KbWNw4jwLokepjDz,1740
New Year's silk hat,,,Orange,No,500,125,33,Orange,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkOrange,910,5950,s2Q4sYtm9FQzx8L95,173E
New Year's silk hat,,,Yellow,No,500,125,33,Yellow,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkYellow,910,5948,k8tKF4tYi5ZejnpTb,173C
New Year's silk hat,,,Green,No,500,125,33,Green,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,5,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkGreen,910,5949,gF3HgnhNTRHXjaw7B,173D
New Year's silk hat,,,Light blue,No,500,125,33,Aqua,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,6,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkLightblue,910,5953,YsNhinT3gy8CYuB4d,1741
New Year's silk hat,,,Blue,No,500,125,33,Blue,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,7,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkBlue,910,5947,D3oDFZZsBaBoJ9NeJ,173B
New Year's silk hat,,,Purple,No,500,125,33,Purple,Yellow,1x1,,,Tom Nook,,Countdown,Yes,All Year,Winter,,Free,Free,Gorgeous,Gorgeous,party; theatrical,8,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkPurple,910,5951,SY9weEDnd4egCfKts,173F
newsprint helmet,,,,No,120,30,201,Gray,Gray,1x1,,,Nook Shopping Seasonal,,Children's Day,Yes,All Year,Spring,,Free,Free,Active,Simple,fairy tale; theatrical,1,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPaperGray,668,5308,z7WHszyCMK75sPkA9,14BC
ninja hood,,,Dark blue,No,1400,350,51,Blue,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja0,708,5364,tNfkPdEzqBqjaJpoL,14F4
ninja hood,,,Gray,No,1400,350,51,Black,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,2,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja1,708,11870,pqeTwLRpzY2iimLhX,2E5E
ninja hood,,,Red,No,1400,350,51,Red,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,3,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja2,708,11871,cjHgPwXzQKaAvmhuC,2E5F
ninja hood,,,Orange,No,1400,350,51,Orange,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,4,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja7,708,11876,xuwDmWqQkxgPZPqRg,2E64
ninja hood,,,Yellow,No,1400,350,51,Yellow,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,5,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja6,708,11875,M5W4YEuvEQ787Tegk,2E63
ninja hood,,,Green,No,1400,350,51,Green,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,6,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja5,708,11874,XaaDcBAN2LENqYzcv,2E62
ninja hood,,,Aqua,No,1400,350,51,Aqua,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,7,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja4,708,11873,QLNKKCbkjKA4dbrrT,2E61
ninja hood,,,Purple,No,1400,350,51,Purple,Gray,1x1,1300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,fairy tale; work,8,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja3,708,11872,tB493c7XfJfk3SNdz,2E60
Noh mask,,,,No,2400,600,51,Beige,Black,1x1,2200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,goth; theatrical,1,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskNomenWhite,919,6036,g5HMKByrRY6yupb25,1794
Nook Inc. bandanna,,,,No,NFS,2500,151,Orange,Yellow,1x1,500.0,Nook Miles,Nook Miles Redemption,,,,All Year,All Year,,Free,Free,Simple,Cute,outdoorsy; work,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatBandanaRco,1143,5628,uPbBLGqqSiTSKdsap,15FC
Nook Inc. cap,,,,No,NFS,2500,151,Green,White,1x1,500.0,Nook Miles,Nook Miles Redemption,,,,All Year,All Year,,Free,Free,Simple,Simple,outdoorsy; sporty,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatMeshcapRco,1142,5627,M6ZPhdcjGPvRGtDCS,15FB
nurse's cap,,,White,No,1680,420,51,White,White,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,work,1,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse1,950,11812,u6EEbkfK3e6iHMXsY,2E24
nurse's cap,,,Pink,No,1680,420,51,Pink,Pink,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,work,2,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse0,950,6947,2nZYXc5ee6terDyJY,1B23
nurse's cap,,,Blue,No,1680,420,51,Blue,Blue,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,work,3,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse2,950,11813,NWWLjb8pmu6tC438t,2E25
Octoling head,,,,No,2000,500,201,Blue,White,1x1,,,Nook Shopping Promotion,,,,All Year,All Year,,Free,Free,Active,Cool,sporty,1,Headgear_HasEar,No,Not in catalog,3.0.0,Yes,CapWigOctling0,1539,1086,5XKg3HFJswmwqzSbg,043E
OK Motors cap,,,,No,770,192,178,White,Blue,1x1,,,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",,,All Year,All Year,,Free,Free,Simple,Simple,work,1,HeadCap,Yes,Not in catalog,1.1.0,Yes,CapHatOkmotors0,1192,12424,EfqFMvapb35xaDsnk,3088
okame mask,,,,No,1120,280,51,White,Black,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,All Year,,Free,Free,Simple,Simple,fairy tale; goth,1,HeadFace,Yes,For sale,1.7.0,Yes,CapMaskOkame0,1343,13910,c66oEbvReiPXb5Sxx,3656
orange hat,,,,Yes,NFS,1000,103,Orange,Green,1x1,,,Crafting,,,,All Year,All Year,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatOrange,637,5275,QSHPkoQAJJpdDJpXv,149B
ornament crown,,,,Yes,NFS,900,201,Green,Colorful,1x1,,,Crafting,,ornaments,Yes,All Year,All Year,,Free,Free,Gorgeous,Active,fairy tale; party,1,HeadHairOrnament_Top,Yes,Not for sale,2.0.0,Yes,CapOrnamentCOrnament0,1430,14613,Lp42KrieWxs3BmrD9,3915
outback hat,,,White,No,1560,390,51,White,Gray,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Cool,everyday; outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon4,720,11056,uBsynLkxZLapw4j4w,2B30
outback hat,,,Red,No,1560,390,51,Red,Black,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon2,720,11054,BpLh5uscghzcSqNyJ,2B2E
outback hat,,,Pink,No,1560,390,51,Pink,Pink,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Cool,everyday; outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon3,720,11055,e9ntmssz8a4Ydsnii,2B2F
outback hat,,,Brown,No,1560,390,51,Brown,Brown,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Cool,everyday; outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon0,720,5399,aGQncv2i5uCn6BRFC,1517
outback hat,,,Beige,No,1560,390,51,Beige,Gray,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon1,720,11053,L7gfFxKYMfYFsmc3o,2B2D
outdoor hat,,,Red,No,1100,275,51,Red,Yellow,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor3,634,11040,jG7vw4ZYdt5wxPJZh,2B20
outdoor hat,,,Orange,No,1100,275,51,Orange,Aqua,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor0,634,5258,Taf2gy9MqCWtD8Lm9,148A
outdoor hat,,,Yellow,No,1100,275,51,Yellow,Blue,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,Summer,Free,Free,Active,Active,outdoorsy; sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor4,634,11041,9TQZoMLhikHRrrDDZ,2B21
outdoor hat,,,Green,No,1100,275,51,Green,Yellow,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor6,634,11043,mSxNGDSx7y6kZarnc,2B23
outdoor hat,,,Light blue,No,1100,275,51,Aqua,Green,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor5,634,11042,w9GeNeMPYKBxbYSH2,2B22
outdoor hat,,,Blue,No,1100,275,51,Blue,Red,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor1,634,11038,Tni7PAyBS3NrwqbTn,2B1E
outdoor hat,,,Purple,No,1100,275,51,Purple,Aqua,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor2,634,11039,bSsN9ide5eYd2KxoS,2B1F
outdoor hat,,,Beige,No,1100,275,51,Beige,Red,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor7,634,11044,sTS2R5YRfdAxfEy8Z,2B24
paintball mask,,,White,No,1040,260,51,White,Black,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,outdoorsy; sporty,1,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint1,718,10227,iFPdeeqLGNuWaconR,27F3
paintball mask,,,Black,No,1040,260,51,Black,Black,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,outdoorsy; sporty,2,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint0,718,5395,hXFTMo9zh7Mx7yDDa,1513
paintball mask,,,Yellow,No,1040,260,51,Yellow,Black,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,outdoorsy; sporty,3,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint3,718,10229,cQY7bMzg8NgyLQXDJ,27F5
paintball mask,,,Olive,No,1040,260,51,Green,Black,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,outdoorsy; sporty,4,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint2,718,10228,WaYr6qyZ6w2y7M8r2,27F4
paisley bandanna,,,Black,No,700,175,51,Black,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Summer,Free,Free,Active,Simple,outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana3,657,10762,RxdhMRe7iZv3LxYtQ,2A0A
paisley bandanna,,,Red,No,700,175,51,Red,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana0,657,5294,93GubKimrHwj42NtQ,14AE
paisley bandanna,,,Pink,No,700,175,51,Pink,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana6,657,10765,jDiN5BX2LQjQg7eod,2A0D
paisley bandanna,,,Orange,No,700,175,51,Orange,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana5,657,10764,jbJkcPtdqKgh8v9AG,2A0C
paisley bandanna,,,Yellow,No,700,175,51,Yellow,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana2,657,10761,F8Fsf43ae6RCTkuAo,2A09
paisley bandanna,,,Green,No,700,175,51,Green,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana4,657,10763,7Z4qghfvzEp2EMfYw,2A0B
paisley bandanna,,,Blue,No,700,175,51,Blue,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana1,657,10760,LnqYNcbocnnRFYYbM,2A08
paisley bandanna,,,Purple,No,700,175,51,Purple,White,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Simple,outdoorsy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana7,657,10766,covzbSvXPRPk6gLtk,2A0E
pansy crown,,,,Yes,NFS,480,103,Colorful,Colorful,1x1,,,Crafting,,,,All Year,Winter,,Free,Free,Cute,Simple,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentPansy1,561,5105,Kn2k9jdadPZNeT4oH,13F1
paper restaurant cap,,,White & red,No,490,122,51,Red,White,1x1,440.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket0,1383,14290,HG7z8MMZGjcprT69K,37D2
paper restaurant cap,,,White & black,No,490,122,51,Blue,White,1x1,440.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket1,1383,486,SiAoFhi5TnQXRiszu,01E6
paper restaurant cap,,,Pink,No,490,122,51,Pink,Aqua,1x1,440.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket5,1383,490,wDTwCAcWRMyWwBaFK,01EA
paper restaurant cap,,,White & green,No,490,122,51,Green,White,1x1,440.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket2,1383,487,uYrCJotuLPZoXWuXF,01E7
paper restaurant cap,,,White & yellow,No,490,122,51,Yellow,White,1x1,440.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket3,1383,488,XNLFNwHLQq83WXcpj,01E8
paper restaurant cap,,,Brown,No,490,122,51,Beige,Brown,1x1,440.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket4,1383,489,A8Ft6rTx2FCLQHRFj,01E9
paper-bag hood,,,,No,140,35,51,Beige,Beige,1x1,130.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cool,Cool,goth,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfacePaperbagBeige,900,5840,Z8NpXTFEZNuwzJb7B,16D0
paperboy cap,,,Gray,No,1470,367,51,Gray,Gray,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Elegant,everyday; formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting1,598,11512,ymFNyTkYST6eYQDWm,2CF8
paperboy cap,,,Red,No,1470,367,51,Red,Red,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Free,Free,Simple,Elegant,everyday; formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting4,598,11515,e3k4XpPMoahNaWv78,2CFB
paperboy cap,,,Green,No,1470,367,51,Green,Green,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,Winter,Free,Free,Simple,Elegant,everyday; formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting2,598,11513,MntgoecKWvqftbcj9,2CF9
paperboy cap,,,Blue,No,1470,367,51,Aqua,Aqua,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Elegant,everyday; formal; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting3,598,11514,pfBtD75A8gSxZY3TQ,2CFA
paperboy cap,,,Brown,No,1470,367,51,Brown,Brown,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Elegant,everyday; formal; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting0,598,5147,GAyDQZez4XQdjCAnn,141B
patchwork tulip hat,,,Pink,No,1680,420,51,Pink,Beige,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch0,1121,9870,SGjLHQg8TFGDWH2N8,268E
patchwork tulip hat,,,Yellow,No,1680,420,51,Yellow,Beige,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch2,1121,11994,Zxq3wn7giQ6rBFaRT,2EDA
patchwork tulip hat,,,Blue,No,1680,420,51,Blue,Beige,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch1,1121,11993,pTWoeyHzNCW9ZW67y,2ED9
peach hat,,,,Yes,NFS,1000,103,Pink,Yellow,1x1,,,Crafting,,,,All Year,Summer,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatPeach0,1125,9874,ndyX7HhTu335TzW9b,2692
pear hat,,,,Yes,NFS,1000,103,Green,Brown,1x1,,,Crafting,,,,All Year,Autumn,,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatPear0,1123,9872,nQDCrcuuoxWRwhyzt,2690
Phrygian cap,,,Red,No,880,220,201,Red,Red,1x1,,,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,1,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian0,1375,14280,8Lb6ga7FtoX37RC6i,37C8
Phrygian cap,,,Orange,No,880,220,201,Orange,Orange,1x1,,,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,2,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian1,1375,14650,5PMkpxpc9c2c8GsJp,393A
Phrygian cap,,,Green,No,880,220,201,Green,Green,1x1,,,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,3,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian2,1375,14651,yEeJYWT8qG3fJfa4T,393B
Phrygian cap,,,Light blue,No,880,220,201,Aqua,Aqua,1x1,,,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,4,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian3,1375,14652,cfxTQDeLQh6NEoJeH,393C
Phrygian cap,,,Purple,No,880,220,201,Purple,Purple,1x1,,,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,5,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian4,1375,14653,yZ4hmjpRqASayZLRv,393D
pigtail,,,,No,NFS,800,451,Colorful,Colorful,1x1,,,Gulliver,,,,All Year,All Year,,Free,Free,Cool,Active,everyday,1,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigPigtail,1011,5819,8GiNANCYoscQGgW8i,16BB
pilot's cap,,,Black,No,1120,280,51,Black,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cool,Active,outdoorsy; work,1,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot1,706,11613,6BxAvii2rcxRCaL7g,2D5D
pilot's cap,,,Avocado,No,1120,280,51,Green,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cool,Active,outdoorsy; work,2,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot2,706,11614,yG8ej28n3Gn5GBvKr,2D5E
pilot's cap,,,Brown,No,1120,280,51,Brown,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Cool,Active,outdoorsy; work,3,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot0,706,5362,MeD6WKsME9zhgTo5R,14F2
pilot's hat,,,Black,No,1680,420,51,Black,Yellow,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Cool,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky1,1043,11827,rtjQ3mqNSJsPmFmaK,2E33
pilot's hat,,,Light blue,No,1680,420,51,Aqua,Yellow,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Cool,formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky2,1043,11828,zbMCmXJx7nPvr5wNG,2E34
pilot's hat,,,Navy blue,No,1680,420,51,Blue,Yellow,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Cool,formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky0,1043,8612,wqL65kvbtwtrWmQvu,21A4
pineapple cap,,,,No,700,175,51,Yellow,Green,1x1,630.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,fairy tale; party; theatrical; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatPineapple,641,5279,dPCd6Ab8DeCJFYskS,149F
