Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
heart doorplate,,Monotone,Color,,,No,No,No,,,,1000.0,600,150,Black,White,540.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,fancy,,,,,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309,q8wjLxhoLce4xsRWs,14BD,"(2, 0)"
heart doorplate,,Light blue,Color,,,No,No,No,,,,1000.0,600,150,Blue,Aqua,540.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,fancy,,,,,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309,AK6iwJsbkvSBCLANE,14BD,"(3, 0)"
heart doorplate,,Green,Color,,,No,No,No,,,,1000.0,600,150,Green,Green,540.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,fancy,,,,,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309,gCZ4KFisK2Chq9vx9,14BD,"(4, 0)"
heart doorplate,,Orange,Color,,,No,No,No,,,,1000.0,600,150,Orange,Orange,540.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,fancy,,,,,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309,bHkYXbik6E39oNo86,14BD,"(5, 0)"
heart doorplate,,Red,Color,,,No,No,No,,,,1000.0,600,150,Red,Red,540.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,fancy,,,,,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309,bgXr3xzPreLGin9wf,14BD,"(6, 0)"
heart doorplate,,Purple,Color,,,No,No,No,,,,1000.0,600,150,Purple,Purple,540.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,fancy,,,,,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309,3Ax6LuJdM5swHE5iL,14BD,"(7, 0)"
Hello Kitty clock,,,,,,No,No,No,,,,,1000,250,White,Red,,,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,,,201,fancy,,Hello Kitty,,Clock,Yes,Hello Kitty,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioKtyClockWall,,12268,FmcgTsmfmz9aW5A4P,2FEC,
HHA pennant,,,,,,No,No,No,,,,,NFS,375,Blue,Yellow,,,1x1.5,HHA,,,,573,living room,expensive,,,,No,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrPenantHha,,7040,MxXAxkekKoMP5Wvuk,1B80,
horseshoe door decoration,,,,,,No,No,No,,,,,2000,500,Brown,Brown,1800.0,Poki,1x1,Katrina's Cleansing Service,,,,355,European,,,,,No,House Door Decor,No,No lighting,Yes,For sale,2.0.0,Yes,FtrDoorOrnamentHorseshoe,,14570,NpNzRNncf48CrN4iJ,38EA,
hotel pennant,,,,,,No,No,No,,,,,NFS,375,Red,Blue,15.0,Hotel Tickets,2x1,Hotel Souvenir Shop,,,,151,resort,,,,,No,Shop,No,No lighting,No,Not for sale,3.0.0,Yes,FtrHotelPennant,,1083,h2yo8kXgeGfarxs6K,043B,
hotel towel rack,,,,,,No,No,No,,,,,NFS,1000,White,Blue,40.0,Hotel Tickets,1x1,Hotel Souvenir Shop,,,,151,bathroom,,,,,No,Bathroom Things,No,No lighting,No,Not for sale,3.0.0,Yes,FtrHotelTowelrackWall,,1100,C7BAycwMMa3Hm5Wqo,044C,
hotel wall clock,,,,,,No,No,No,,,,,NFS,750,Blue,Red,30.0,Hotel Tickets,1x1,Hotel Souvenir Shop,,,,151,facility,,,,Clock,Yes,Clock,No,No lighting,No,Not for sale,3.0.0,Yes,FtrHotelClockW,,1080,BQSC45AtCf5kp8g3z,0438,
hyacinth wreath,,,,,,Yes,No,No,,,,,NFS,720,Red,White,,,1x1,Crafting,,,,103,fancy,nature,flowers,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathHyacinth,,5468,DjRfSJNwdpHu4Gshg,155C,
imperial decorative shelves,,Red,Color,,,No,No,No,,,,2400.0,8500,2125,Red,Red,7600.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,harmonious,,imperial,,,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_0_0,0_0,3970,N44Bm79ZnhPvb6F2E,0F82,"(0, 0)"
imperial decorative shelves,,Blue,Color,,,No,No,No,,,,2400.0,8500,2125,Blue,Blue,7600.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,harmonious,,imperial,,,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_1_0,1_0,3970,AbdA8yT6FhJjFo35P,0F82,"(1, 0)"
imperial decorative shelves,,Brown,Color,,,No,No,No,,,,2400.0,8500,2125,Brown,Brown,7600.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,harmonious,,imperial,,,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_2_0,2_0,3970,S3X4bnfPve8dxHdd2,0F82,"(2, 0)"
imperial decorative shelves,,Black,Color,,,No,No,No,,,,2400.0,8500,2125,Black,Black,7600.0,Poki,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,harmonious,,imperial,,,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_3_0,3_0,3970,bdSCkWDEB99q5xGMR,0F82,"(3, 0)"
imperial dining lantern,,Gold,Color,,,No,No,No,,,,5200.0,19000,4750,Yellow,Red,17100.0,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,restaurant,harmonious,,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_0_0,0_0,8415,8nRurR89dQGH4zwCa,20DF,"(0, 0)"
imperial dining lantern,,Black,Color,,,No,No,No,,,,5200.0,19000,4750,Black,Red,17100.0,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,restaurant,harmonious,,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_1_0,1_0,8415,qtaHjJoKKkKYXyGNS,20DF,"(1, 0)"
imperial dining lantern,,Blue,Color,,,No,No,No,,,,5200.0,19000,4750,Blue,Red,17100.0,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,restaurant,harmonious,,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_2_0,2_0,8415,9gcsPPJbpnsjMwjY3,20DF,"(2, 0)"
imperial dining lantern,,Red,Color,,,No,No,No,,,,5200.0,19000,4750,Red,Yellow,17100.0,Poki,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",,,251,restaurant,harmonious,,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_3_0,3_0,8415,SE7mBdQAYSwZGvuq7,20DF,"(3, 0)"
intercom monitor,,,,,,No,No,No,,,,,860,215,White,White,770.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,living room,facility,,,Appliance,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrIntercom,,3399,3oLMxaMTetGEquJqh,0D47,
iron doorplate,,Black,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Black,Black,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_0_0,0_0,4752,8bmHCjJaEKEs8Jcwi,1290,"(0, 0)"
iron doorplate,,White,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,White,White,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_1_0,1_0,4752,D8ni825m3GWxwQKv9,1290,"(1, 0)"
iron doorplate,,Blue,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Blue,Blue,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_2_0,2_0,4752,qeSZKX9Y8GMv6cCxE,1290,"(2, 0)"
iron doorplate,,Silver,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Gray,Gray,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_3_0,3_0,4752,3iwvyarFQrSWdHiPW,1290,"(3, 0)"
iron doorplate,,Ash brown,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Beige,Beige,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_4_0,4_0,4752,AgfGgDBWg5w96Szec,1290,"(4, 0)"
iron doorplate,,Gold,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Yellow,Yellow,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4,1290,"(5, 0)"
iron doorplate,,Pink,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Orange,Orange,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS,1290,"(6, 0)"
iron doorplate,,Brown,Color,,,Yes,Yes,No,,1.0,Normal,1000.0,NFS,1500,Brown,Brown,,,1x1,Crafting,,,,103,living room,,iron,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv,1290,"(7, 0)"
iron wall lamp,,Black,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3400,Black,Black,,,1x1,Crafting,,,,103,living room,workshop,iron,,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG,0DE7,"(0, 0)"
iron wall lamp,,White,Color,,,Yes,Yes,No,,5.0,Normal,3800.0,NFS,3400,White,White,,,1x1,Crafting,,,,103,living room,workshop,iron,,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq,0DE7,"(1, 0)"
iron wall rack,,Black,Color,,,Yes,Yes,No,,4.0,Normal,3100.0,NFS,2450,Black,Gray,,,1x1,Crafting,,,,103,living room,workshop,iron,,,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6,0DEA,"(0, 0)"
iron wall rack,,White,Color,,,Yes,Yes,No,,4.0,Normal,3100.0,NFS,2450,White,Gray,,,1x1,Crafting,,,,103,living room,workshop,iron,,,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4,0DEA,"(1, 0)"
ironwood clock,,Birch,Lumber type,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,1740,Beige,Black,,,1x1,Crafting,,,,103,living room,,ironwood,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J,0CCB,"(0, 0)"
ironwood clock,,Teak,Lumber type,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,1740,Orange,Black,,,1x1,Crafting,,,,103,living room,,ironwood,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK,0CCB,"(1, 0)"
ironwood clock,,Walnut,Lumber type,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,1740,Brown,Black,,,1x1,Crafting,,,,103,living room,,ironwood,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB,0CCB,"(2, 0)"
ironwood clock,,Old,Lumber type,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,1740,Brown,Black,,,1x1,Crafting,,,,103,living room,,ironwood,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY,0CCB,"(3, 0)"
ironwood clock,,Oak,Lumber type,,,Yes,Yes,No,,3.0,Normal,2400.0,NFS,1740,Orange,White,,,1x1,Crafting,,,,103,living room,,ironwood,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa,0CCB,"(4, 0)"
Jack's portrait,,,,,,No,No,No,,,,,NFS,2000,Orange,Black,,,1x1.5,Jack,Received in the mail,Halloween (days before),Yes,573,horror,,spooky,,,No,Posters,No,No lighting,No,Not for sale,1.5.0,Yes,FtrHwnPortraitWall,,13353,wy7NKPRDfh4Zc6XmC,3429,
key holder,,Dark wood,Color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1110,Brown,Brown,,,1x1,Crafting,,,,103,workshop,living room,,,,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk,0F98,"(0, 0)"
key holder,,Brown wood,Color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1110,Beige,Beige,,,1x1,Crafting,,,,103,workshop,living room,,,,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo,0F98,"(1, 0)"
key holder,,White,Color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1110,White,White,,,1x1,Crafting,,,,103,workshop,living room,,,,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE,0F98,"(2, 0)"
key holder,,Black,Color,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,1110,Black,Black,,,1x1,Crafting,,,,103,workshop,living room,,,,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg,0F98,"(3, 0)"
Kiki & Lala clock,,,,,,No,No,No,,,,,1000,250,Yellow,Pink,,,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,,,201,fancy,,Kiki & Lala,,Clock,Yes,Kiki & Lala,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioLtsClockWall,,12242,BxkwA29WtZEhyhXwS,2FD2,
Leo sculpture,,,,,,Yes,No,No,,,,,NFS,21975,White,Yellow,,,1x1,Crafting,,Leo,Yes,301,expensive,,stars,,,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrZodiacLeo,,5964,WWysMfHGukSAM2Qph,174C,
light switch,,Silver,Plate color,,,No,No,No,,,,1000.0,340,85,Gray,Black,310.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,lab,facility,,,,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP,0D8F,"(0, 0)"
light switch,,Gold,Plate color,,,No,No,No,,,,1000.0,340,85,Yellow,Gray,310.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,lab,facility,,,,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ,0D8F,"(1, 0)"
light switch,,White,Plate color,,,No,No,No,,,,1000.0,340,85,White,White,310.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,lab,facility,,,,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb,0D8F,"(2, 0)"
light switch,,Wood grain,Plate color,,,No,No,No,,,,1000.0,340,85,Brown,White,310.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,lab,facility,,,,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb,0D8F,"(3, 0)"
light-bulb sign,,,,Red,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,Red,White,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_0,0_0,13681,CZf3ENoMDq9GgALig,3571,"(0, 0)"
light-bulb sign,,,,Yellow,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,Yellow,Black,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_1,0_1,13681,rQJhZpc8JgqF385F6,3571,"(0, 32)"
light-bulb sign,,,,Green,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,Green,White,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_2,0_2,13681,4fpfHziA7PQ5wFKx3,3571,"(0, 64)"
light-bulb sign,,,,Navy blue,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,Blue,White,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_3,0_3,13681,v8ev9XkTDTkYCSmqH,3571,"(0, 96)"
light-bulb sign,,,,Orange,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,Orange,White,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_4,0_4,13681,RANSkq7LoehMkhrm8,3571,"(0, 128)"
light-bulb sign,,,,White,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,White,Aqua,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_5,0_5,13681,xxSZvnxa39Cc8FKLp,3571,"(0, 160)"
light-bulb sign,,,,Black,Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,Black,White,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_6,0_6,13681,o9qPuXcNHdQF86f7Z,3571,"(0, 192)"
light-bulb sign,,,,"Red, white & blue",Variation,No,No,Yes,Default; Custom; Sable,1.0,Normal,1000.0,1600,400,White,Blue,1400.0,Poki,1x1,Nook's Cranny; HHP Office,,,,151,city life,retro,,,,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_7,0_7,13681,krY4oLWb3bjZyZTkk,3571,"(0, 224)"
lily wreath,,,,,,Yes,No,No,,,,,NFS,720,Red,Yellow,,,1x1,Crafting,,,,103,fancy,nature,flowers,,,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuri,,5641,zxaMEH6t7K7emezta,1609,
log wall-mounted clock,,Dark wood,Lumber type,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,990,Brown,Beige,,,1x1,Crafting,,,,103,garden,living room,log,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf,0FC5,"(0, 0)"
log wall-mounted clock,,Orange wood,Lumber type,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,990,Orange,Beige,,,1x1,Crafting,,,,103,garden,living room,log,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo,0FC5,"(1, 0)"
log wall-mounted clock,,White wood,Lumber type,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,990,Beige,Beige,,,1x1,Crafting,,,,103,garden,living room,log,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT,0FC5,"(2, 0)"
log wall-mounted clock,,White birch,Lumber type,,,Yes,Yes,No,,2.0,Normal,1700.0,NFS,990,White,Beige,,,1x1,Crafting,,,,103,garden,living room,log,,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P,0FC5,"(3, 0)"
Lunar New Year decoration,,,,,,No,No,No,,,,,2000,500,Red,Yellow,,,1x1,Nook Shopping Seasonal,,Lunar New Year (Nook Shopping),Yes,201,party,harmonious,,,,No,House Door Decor,No,No lighting,Yes,Seasonal,1.7.0,Yes,FtrDoorOrnamentShunsetsu,,14032,RmG33xQGrEpGxrAuS,36D0,
macrame tapestry,,White,Color,,,No,No,No,,,,1000.0,840,210,Beige,Beige,760.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i,1017,"(0, 0)"
macrame tapestry,,Green,Color,,,No,No,No,,,,1000.0,840,210,Green,Green,760.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F,1017,"(1, 0)"
macrame tapestry,,Pink,Color,,,No,No,No,,,,1000.0,840,210,Beige,Pink,760.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku,1017,"(2, 0)"
macrame tapestry,,Blue,Color,,,No,No,No,,,,1000.0,840,210,Beige,Aqua,760.0,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,living room,,,,,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS,1017,"(3, 0)"
magnetic knife rack,,Stainless steel,Color,,,No,No,No,,,,1000.0,1400,350,Gray,Black,1300.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB,1016,"(0, 0)"
magnetic knife rack,,Wooden,Color,,,No,No,No,,,,1000.0,1400,350,Beige,Brown,1300.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd,1016,"(1, 0)"
magnetic knife rack,,Pop,Color,,,No,No,No,,,,1000.0,1400,350,Orange,Colorful,1300.0,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,,,151,kitchen,restaurant,,,,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W,1016,"(2, 0)"
mantis-head model,,,,,,No,No,No,,,,,1500,375,Green,Green,1400.0,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",,,151,facility,horror,,bug head,,No,Special Insect,No,No lighting,No,For sale,1.0.0,Yes,FtrInsectKamakiriFace,,11098,MB6ck2v9T8Y42ZyGR,2B5A,
marble wall clock,,White,Color,,,No,No,No,,,,5200.0,NFS,5000,White,Yellow,200.0,Hotel Tickets,1x1,Hotel Souvenir Shop,,,,201,expensive,living room,marble,,Clock,Yes,Clock,No,No lighting,No,Not for sale,3.0.0,Yes,FtrMarbleClockW_Remake_0_0,0_0,766,Ep5E6kRobawDm4kTZ,02FE,"(0, 0)"
marble wall clock,,Black,Color,,,No,No,No,,,,5200.0,NFS,5000,Black,Gray,200.0,Hotel Tickets,1x1,Hotel Souvenir Shop,,,,201,expensive,living room,marble,,Clock,Yes,Clock,No,No lighting,No,Not for sale,3.0.0,Yes,FtrMarbleClockW_Remake_1_0,1_0,766,SwWDTbLDaDvFoeJdL,02FE,"(1, 0)"
marble wall clock,,Gray,Color,,,No,No,No,,,,5200.0,NFS,5000,Gray,Black,200.0,Hotel Tickets,1x1,Hotel Souvenir Shop,,,,201,expensive,living room,marble,,Clock,Yes,Clock,No,No lighting,No,Not for sale,3.0.0,Yes,FtrMarbleClockW_Remake_2_0,2_0,766,DWR9JCNqQSMq5HiuR,02FE,"(2, 0)"
