Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
layered sleeveless dress,,,Pink,No,1200,300.0,51,Pink,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Simple,Active,everyday; comfy,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNLayered2,389,8378,W5v6FR7X644v6zquD,20BA
layered sleeveless dress,,,Orange,No,1200,300.0,51,Orange,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Simple,Active,everyday; comfy,2,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNLayered1,389,8377,qm9Y2KEYwpTHytCMz,20B9
layered sleeveless dress,,,Moss green,No,1200,300.0,51,Green,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Simple,Active,everyday; comfy,3,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNLayered0,389,4466,7hG6K3sykPEXwfqQ6,1172
layered tank dress,,,Berry red,No,1200,300.0,51,Red,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Elegant,everyday; comfy,1,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleRouge,12,2704,Ax4TJkJrbXa2Q6xYa,0A90
layered tank dress,,,Blue,No,1200,300.0,51,Blue,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Elegant,everyday; comfy,2,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleBlue,12,4168,zxgFhJdW2hz9frcRc,1048
layered tank dress,,,Brown,No,1200,300.0,51,Brown,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Elegant,everyday; comfy,3,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleBrown,12,4169,kneXzgzo3febtY8ZS,1049
layered tank dress,,,Beige,No,1200,300.0,51,Beige,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Elegant,everyday; comfy,4,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleBeige,12,4167,NztwRbZBXjMkDvptq,1047
leaf-egg outfit,,,,Yes,NFS,1200.0,351,Green,Green,1x1,,,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,,Free,Free,Active,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,Not for sale,1.1.0,Yes,TopsTexOnepieceRibNEggleaf0,1207,12451,bcYMEkJC5QM8abnZg,30A3
linen dress,,,White,No,1600,400.0,51,White,White,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Simple,everyday; comfy,1,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen3,279,8588,GJg2wzjEE4YY7Cr6r,218C
linen dress,,,Black,No,1600,400.0,51,Black,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Simple,everyday; comfy,2,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen0,279,4265,qEhfcqwteyQMzzK5w,10A9
linen dress,,,Red,No,1600,400.0,51,Red,Red,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Simple,everyday; comfy,3,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen1,279,8586,oepn3qHS6LLEv75Me,218A
linen dress,,,Mustard,No,1600,400.0,51,Yellow,Yellow,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Simple,everyday; comfy,4,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen2,279,8587,tP8jE84i4EmhX2aW7,218B
linen dress,,,Blue,No,1600,400.0,51,Blue,Blue,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Womanly,Womanly,Simple,Simple,everyday; comfy,5,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen4,279,8589,ohhyixcJWT2aqpWdp,218D
lively plaid dress,,,,No,1800,450.0,51,Green,Yellow,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHPlaid0,1048,9504,MsBm6ubNAMXQfmnPv,2520
long chenille cardigan,,,Pink,No,2000,500.0,51,Pink,Red,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan2,500,8027,3enrqAdAkhYxhBwzx,1F5B
long chenille cardigan,,,Mustard,No,2000,500.0,51,Yellow,Red,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Simple,everyday; comfy,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan0,500,4674,AdbbJ5AxbKwRCdNCR,1242
long chenille cardigan,,,Green,No,2000,500.0,51,Green,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Simple,everyday; comfy,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan3,500,8028,hmGLBgbT3MwTGR9me,1F5C
long chenille cardigan,,,Blue,No,2000,500.0,51,Blue,Purple,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Simple,Simple,everyday; comfy,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan1,500,8026,pELtnfRhLCMskP6J9,1F5A
long denim cardigan,,,Yellow,No,2000,500.0,51,Aqua,Yellow,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMuffler2,435,8505,K2ZnDDuCZwA7sACu6,2139
long denim cardigan,,,Gray,No,2000,500.0,51,Blue,Gray,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Free,Free,Simple,Simple,everyday; comfy,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMuffler0,435,4555,NRtd5giqZBsb6tDJt,11CB
long denim cardigan,,,Pink,No,2000,500.0,51,Blue,Pink,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Simple,Simple,everyday; comfy,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMuffler1,435,8504,beY8nujL2Em94c8G8,2138
long down coat,,,White,No,1900,475.0,51,White,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cool,everyday; outdoorsy,1,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLDowncoat2,457,8327,5ooKyDgSYxyKhicHw,2087
long down coat,,,Black,No,1900,475.0,51,Black,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cool,everyday; outdoorsy,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLDowncoat0,457,4589,T8koPDsk2Sjw2BBw6,11ED
long down coat,,,Green,No,1900,475.0,51,Green,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cool,everyday; outdoorsy,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLDowncoat1,457,8326,Stimu3yss7zsxCrf2,2086
long down coat,,,Purple,No,1900,475.0,51,Purple,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cool,everyday; outdoorsy,4,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLDowncoat3,457,8328,HebEeTZubfYomrehS,2088
long down coat,,,Beige,No,1900,475.0,51,Beige,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Cool,everyday; outdoorsy,5,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLDowncoat4,457,8329,4X365oYAMDtJSeA5e,2089
long pleather coat,,,Black,No,1840,460.0,51,Black,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cool,Cool,everyday; formal; goth,1,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLLeathercoat0,324,4360,z9cjZfRyxBFoBQPgf,1108
long pleather coat,,,Purple,No,1840,460.0,51,Purple,Purple,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cool,Cool,everyday; formal; goth,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLLeathercoat1,324,9301,JcQu3bnBv6LkCwsQ4,2455
long pleather coat,,,Brown,No,1840,460.0,51,Brown,Brown,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Cool,Cool,everyday; formal; goth,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLLeathercoat2,324,9302,dQEE4kioeqhHXsuce,2456
long-underwear set,,,White,No,1050,262.0,51,White,Beige,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHaramaki0,1485,14846,ChZ9bscFGpWqBmNhJ,39FE
long-underwear set,,,Pink,No,1050,262.0,51,Pink,Pink,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; comfy,2,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHaramaki2,1485,475,BjhYWSquS2Q52Cvjs,01DB
long-underwear set,,,Blue,No,1050,262.0,51,Aqua,Beige,1x1,,,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; comfy,3,Yes,Overall,L,For sale,2.0.0,Yes,TopsTexOnepieceOverallLHaramaki1,1485,474,HG5ZeqPaA9F7Pb9jx,01DA
loose fall dress,,,Red,No,1800,450.0,51,Red,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Womanly,Womanly,Elegant,Cute,everyday; fairy tale; formal; party,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLAutumncheck0,338,4396,dPcv3HjnGPjjcvA3X,112C
loose fall dress,,,Orange,No,1800,450.0,51,Orange,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Womanly,Womanly,Elegant,Cute,everyday; fairy tale; formal; party,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLAutumncheck2,338,8955,RhABr5i8uzbGe3C8C,22FB
loose fall dress,,,Peacock blue,No,1800,450.0,51,Green,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Womanly,Womanly,Elegant,Cute,everyday; fairy tale; formal; party,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLAutumncheck1,338,8954,xp2ZGijoR9kaHMfZF,22FA
loose fall dress,,,Blue,No,1800,450.0,51,Blue,Black,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Womanly,Womanly,Elegant,Cute,everyday; fairy tale; formal; party,4,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLAutumncheck3,338,8956,vKSSsFefrjajgLcZ7,22FC
Luigi outfit,,,,No,2400,600.0,201,Blue,Green,1x1,,,Nook Shopping Promotion,Not available before March 1st 2021,,,All Year,All Year,,Free,Free,Active,Simple,fairy tale; party,1,Yes,Salopette,L,Not in catalog,1.8.0,Yes,TopsTexOnepieceSalopetteLLuigi0,1322,13556,5dxZbAijfWtRQ5z5T,34F4
mage's dress,,,White,No,2040,510.0,51,White,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Womanly,Womanly,Cute,Cool,fairy tale; goth; party,1,Yes,Balloon,L,For sale,1.5.0,Yes,TopsTexOnepieceBalloonLHalloween2,1263,13383,gwsY2pJnFb9o3XRfK,3447
mage's dress,,,Black,No,2040,510.0,51,Black,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Womanly,Womanly,Cute,Cool,fairy tale; goth; party,2,Yes,Balloon,L,For sale,1.5.0,Yes,TopsTexOnepieceBalloonLHalloween5,1263,13386,mFf2Jwk9DkzTK5ipj,344A
mage's dress,,,Red,No,2040,510.0,51,Red,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Womanly,Womanly,Cute,Cool,fairy tale; goth; party,3,Yes,Balloon,L,For sale,1.5.0,Yes,TopsTexOnepieceBalloonLHalloween4,1263,13385,9BsunxC4ZJRrikNmx,3449
mage's dress,,,Orange,No,2040,510.0,51,Orange,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Womanly,Womanly,Cute,Cool,fairy tale; goth; party,4,Yes,Balloon,L,For sale,1.5.0,Yes,TopsTexOnepieceBalloonLHalloween0,1263,12989,46Gz85Hb2BtNDKoLz,32BD
mage's dress,,,Green,No,2040,510.0,51,Green,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Womanly,Womanly,Cute,Cool,fairy tale; goth; party,5,Yes,Balloon,L,For sale,1.5.0,Yes,TopsTexOnepieceBalloonLHalloween3,1263,13384,nqwTKWFGg5xPns6b7,3448
mage's dress,,,Purple,No,2040,510.0,51,Purple,Black,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Womanly,Womanly,Cute,Cool,fairy tale; goth; party,6,Yes,Balloon,L,For sale,1.5.0,Yes,TopsTexOnepieceBalloonLHalloween1,1263,13382,nZ5nsoiY65Y3FogdG,3446
mage's robe,,,Black,No,4000,1000.0,51,Black,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Cool,Elegant,fairy tale; goth,1,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLWitch0,180,3492,QwzceQyaejrnjuKeo,0DA4
mage's robe,,,White,No,4000,1000.0,51,White,Gray,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Cool,Elegant,fairy tale; goth,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLWitch2,180,8687,tvFLufLF2zWdjheHR,21EF
mage's robe,,,Red,No,4000,1000.0,51,Red,Red,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Cool,Elegant,fairy tale; goth,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLWitch3,180,8688,FHh7m4ZypANLjSdbQ,21F0
mage's robe,,,Blue,No,4000,1000.0,51,Blue,Aqua,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Womanly,Womanly,Cool,Elegant,fairy tale; goth,4,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLWitch1,180,8686,DiWv9cKqHqZ56M7mQ,21EE
magic-academy robe,,,White,No,2040,510.0,51,White,Gray,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; goth; party,1,Yes,Robe,L,For sale,1.5.0,Yes,TopsTexOnepieceRobeLHalloween2,1315,13492,n54CA26rMdG269TFr,34B4
magic-academy robe,,,Black,No,2040,510.0,51,Black,Gray,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; goth; party,2,Yes,Robe,L,For sale,1.5.0,Yes,TopsTexOnepieceRobeLHalloween5,1315,13495,TeNTM3M5GEiqmbrKA,34B7
magic-academy robe,,,Red,No,2040,510.0,51,Red,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; goth; party,3,Yes,Robe,L,For sale,1.5.0,Yes,TopsTexOnepieceRobeLHalloween4,1315,13494,ngZsycPd5saKH7enD,34B6
magic-academy robe,,,Orange,No,2040,510.0,51,Orange,Beige,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; goth; party,4,Yes,Robe,L,For sale,1.5.0,Yes,TopsTexOnepieceRobeLHalloween0,1315,13387,v8YH9ezTiN9AGRssL,344B
magic-academy robe,,,Green,No,2040,510.0,51,Green,Green,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; goth; party,5,Yes,Robe,L,For sale,1.5.0,Yes,TopsTexOnepieceRobeLHalloween3,1315,13493,nsQRFuN7kM3wdbgAY,34B5
magic-academy robe,,,Purple,No,2040,510.0,51,Purple,Purple,1x1,,,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,,Free,Free,Cool,Cool,fairy tale; goth; party,6,Yes,Robe,L,For sale,1.5.0,Yes,TopsTexOnepieceRobeLHalloween1,1315,13491,qQMFfpEF4f7L6TwES,34B3
magical dress,,,Pink,No,3180,795.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical0,311,4332,dekPjoeMCwfsenYyC,10EC
magical dress,,,Black,No,3180,795.0,51,Black,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical6,311,8697,nne2FnotGSuXowGG8,21F9
magical dress,,,Red,No,3180,795.0,51,Red,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical4,311,8695,G9LgQDtBWTyfM6Evh,21F7
magical dress,,,Yellow,No,3180,795.0,51,Yellow,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical1,311,8692,JBkz46v5DQvstthiP,21F4
magical dress,,,Green,No,3180,795.0,51,Green,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,5,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical2,311,8693,b4ipAuYxn5gbFLzsh,21F5
magical dress,,,Light blue,No,3180,795.0,51,Aqua,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,6,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical7,311,8698,25aDALwaeRWazmfLi,21FA
magical dress,,,Blue,No,3180,795.0,51,Blue,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,7,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical3,311,8694,Btsjhvg2PYCfYKYxS,21F6
magical dress,,,Purple,No,3180,795.0,51,Purple,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Cute,fairy tale; theatrical,8,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMagical5,311,8696,L8DZpgbiKS4yuoCJm,21F8
maid dress,,,Black,No,2320,580.0,51,Black,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,1,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid0,54,3138,opsgnAYr7BWuPmnvP,0C42
maid dress,,,Red,No,2320,580.0,51,Red,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,2,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid2,54,8257,FED5piTDHkEZJKfvj,2041
maid dress,,,Pink,No,2320,580.0,51,Pink,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,3,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid5,54,8260,PPmKnfiZagY2CZhuc,2044
maid dress,,,Yellow,No,2320,580.0,51,Yellow,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,4,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid7,54,8262,r6GD27abYW7peC2BY,2046
maid dress,,,Green,No,2320,580.0,51,Green,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,5,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid1,54,8256,J7pP8mhkogduciE9S,2040
maid dress,,,Mint,No,2320,580.0,51,Aqua,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,6,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid4,54,8259,wJjDaTnbkwFndZ33r,2043
maid dress,,,Purple,No,2320,580.0,51,Purple,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,7,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid6,54,8261,29KuwjqwwDkySSbZb,2045
maid dress,,,Brown,No,2320,580.0,51,Brown,White,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Womanly,Womanly,Cute,Elegant,fairy tale; formal; theatrical; work,8,Yes,Balloon,H,For sale,1.0.0,Yes,TopsTexOnepieceBalloonHMaid3,54,8258,L99wRh27xHSrFfXpr,2042
marble-dots dress,,,White,No,1500,375.0,51,White,Colorful,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Active,Active,everyday; fairy tale; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNMarbledot1,1016,8295,cjRfpfLu7smunSHFE,2067
marble-dots dress,,,Black,No,1500,375.0,51,Black,Colorful,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Womanly,Womanly,Active,Active,everyday; fairy tale; vacation,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNMarbledot0,1016,8187,xohNztJMb4ayQ3dAF,1FFB
marble-print dress,,,Pink,No,1500,375.0,51,Pink,Pink,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Womanly,Womanly,Elegant,Gorgeous,party,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMarble1,491,7926,DN36kJxQTjhHLDrQg,1EF6
marble-print dress,,,Orange,No,1500,375.0,51,Orange,Brown,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Womanly,Womanly,Elegant,Gorgeous,party,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMarble3,491,7928,2WzYimKaSgLB9ukxD,1EF8
marble-print dress,,,Green,No,1500,375.0,51,Green,Green,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Womanly,Womanly,Elegant,Gorgeous,party,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMarble2,491,7927,AuHXDegW9WiCNhoHL,1EF7
marble-print dress,,,Blue,No,1500,375.0,51,Blue,Aqua,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Womanly,Womanly,Elegant,Gorgeous,party,4,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMarble0,491,4655,okcLKxrRcQuenTaEP,122F
marble-print dress,,,Purple,No,1500,375.0,51,Purple,Purple,1x1,,,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Womanly,Womanly,Elegant,Gorgeous,party,5,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMarble4,491,7929,6x8QQugkZA688onnL,1EF9
mariachi clothing,,,Red,No,2520,630.0,51,Red,Yellow,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Elegant,formal; party; theatrical,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLMariachi3,490,8166,fCeS9kcr2wm9CtdZh,1FE6
mariachi clothing,,,Orange,No,2520,630.0,51,Orange,Blue,1x1,,,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Elegant,formal; party; theatrical,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLMariachi5,490,8168,oAPyFhNRiTCRpAvRT,1FE8
