Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
letter jacket,,,Red,No,1080,270.0,51,Red,White,1x1,970.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Active,Cool,everyday; outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLStajan1,21,8305,6E7iMEFrGo5PPTxK6,2071
letter jacket,,,Green,No,1080,270.0,51,Green,White,1x1,970.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Active,Cool,everyday; outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLStajan2,21,8306,2grYSsrtEiARg7dB8,2072
letter jacket,,,Blue,No,1080,270.0,51,Blue,White,1x1,970.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Active,Cool,everyday; outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLStajan0,21,2401,agXWCLmvcRw3j2ppo,0961
letter jacket,,,Beige,No,1080,270.0,51,Beige,White,1x1,970.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Active,Cool,everyday; outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLStajan3,21,8307,FvyosfHK34d8qABY7,2073
Link outfit,,,,No,2300,575.0,201,Green,Brown,1x1,,,Nook Shopping Promotion,,,,All Year,All Year,,Free,Free,Simple,Cool,fairy tale,1,Yes,Not in catalog,3.0.0,Yes,TopsTexTopCoatLLink0,1528,1254,EHTdEgNEas92fRdr6,04E6
loungewear shirt,,,Brown,No,1320,330.0,51,Beige,Brown,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cute,Simple,everyday; comfy; vacation,1,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHRoomwear0,1465,14805,hCMkjSqGBCWefAx8i,39D5
loungewear shirt,,,Red,No,1320,330.0,51,Red,Pink,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cute,Simple,everyday; comfy; vacation,2,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHRoomwear1,1465,561,QnL8iASMYCpkRBKzF,0231
loungewear shirt,,,Blue,No,1320,330.0,51,Blue,Aqua,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cute,Simple,everyday; comfy; vacation,3,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHRoomwear2,1465,562,Nxdv8iED9jNXddNmh,0232
loungewear shirt,,,Gray,No,1320,330.0,51,Black,Gray,1x1,1200.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Cute,Simple,everyday; comfy; vacation,4,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHRoomwear3,1465,563,Y52m2H3XNR3rMme9o,0233
lunch-service apron,,,Pink,No,1000,250.0,51,White,Pink,1x1,900.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,1,Yes,For sale,2.0.0,Yes,TopsTexTopCoatLSchoollunch2,1370,153,WiBoq9cHZv4dYsuAP,0099
lunch-service apron,,,Yellow,No,1000,250.0,51,White,Yellow,1x1,900.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,2,Yes,For sale,2.0.0,Yes,TopsTexTopCoatLSchoollunch1,1370,152,i5ryB4yhRSnAJNjks,0098
lunch-service apron,,,Green,No,1000,250.0,51,White,Green,1x1,900.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,work,3,Yes,For sale,2.0.0,Yes,TopsTexTopCoatLSchoollunch0,1370,14273,QkPjSdqgcxLt9QDig,37C1
madras plaid shirt,,,Gray,No,1120,280.0,51,Gray,Orange,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHMadras5,481,8967,MFArb54JBgYu3wsMb,2307
madras plaid shirt,,,Red,No,1120,280.0,51,Red,Green,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHMadras2,481,8964,ZvCch2H7rkW7d5688,2304
madras plaid shirt,,,Pink,No,1120,280.0,51,Pink,Aqua,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHMadras4,481,8966,eBgNDktdqCAyN8Bjk,2306
madras plaid shirt,,,Green,No,1120,280.0,51,Green,Orange,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Simple,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHMadras0,481,4615,5m6LpQ8c53auTu7YP,1207
madras plaid shirt,,,Blue,No,1120,280.0,51,Blue,Orange,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHMadras1,481,8963,5RPfjoAQpT8N2aQ8u,2303
madras plaid shirt,,,Purple,No,1120,280.0,51,Purple,Yellow,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Simple,everyday; vacation,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHMadras3,481,8965,tckpxHJM8PCWmEjn2,2305
marble-dots tee,,,White,No,640,160.0,51,White,Colorful,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMarbledot1,1031,8296,47g4eftZgSiBodWPW,2068
marble-dots tee,,,Black,No,640,160.0,51,Black,Colorful,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMarbledot0,1031,8202,NCS9b92YeqyQZQMG4,200A
meme shirt,,,Red,No,960,240.0,51,Red,Pink,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMeme3,518,8432,yDc4wQvRqcZjAfMv3,20F0
meme shirt,,,Green,No,960,240.0,51,Green,Black,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMeme2,518,8431,4fC9koqkAuT6M4noD,20EF
meme shirt,,,Blue,No,960,240.0,51,Blue,Green,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMeme1,518,8430,DkdvdJsAhi8nnJDpg,20EE
meme shirt,,,Purple,No,960,240.0,51,Purple,Green,1x1,860.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMeme0,518,4717,gaFvwJQhpijd3zZuR,126D
midwinter sweater,,,,No,1200,300.0,201,Beige,Brown,1x1,,,Nook Shopping Seasonal,,Winter Solstice,Yes,Winter,Winter,,Free,Free,Simple,Elegant,everyday; comfy,1,Yes,Seasonal,1.2.0,Yes,TopsTexTopOuterLWintersolstice0,1246,12959,HLGTkiAj5kRsCCTnA,329F
military uniform,,,White,No,3360,840.0,51,White,Black,1x1,3000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,fairy tale; formal; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInfantry3,88,7451,Er5EkMKiN8diJn9pf,1D1B
military uniform,,,Red,No,3360,840.0,51,Red,Black,1x1,3000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,fairy tale; formal; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInfantry0,88,3231,XLKMz3JQgaPctJior,0C9F
military uniform,,,Green,No,3360,840.0,51,Green,Black,1x1,3000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,fairy tale; formal; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInfantry2,88,7450,mSqrW7HC2gJfQ3oBm,1D1A
military uniform,,,Blue,No,3360,840.0,51,Blue,Black,1x1,3000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Gorgeous,fairy tale; formal; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInfantry1,88,7449,iNvWEDwZXGyy2Q9SJ,1D19
misty tee,,,,No,640,160.0,51,Green,Yellow,1x1,580.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Elegant,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHHaze0,1030,8201,5tXA6eczkfQBeZuy2,2009
mod parka,,,Green,No,1680,420.0,51,Green,Green,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Cool,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMod0,355,4422,ipKhcrDonfrQwggRa,1146
mod parka,,,Brown,No,1680,420.0,51,Brown,Brown,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Cool,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMod1,355,9303,Xpsxdj7qDJg7uiBCi,2457
Mom's hand-knit sweater,,,Quilted pattern,No,NFS,88.0,365,Red,Colorful,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother6,1056,12145,Zo9WWYKJa963XRChK,2F71
Mom's hand-knit sweater,,,Chicks,No,NFS,88.0,365,Pink,Yellow,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,2,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother7,1056,12146,QnFCb8p48gWnpY95s,2F72
Mom's hand-knit sweater,,,M,No,NFS,88.0,365,Orange,Aqua,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,3,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother0,1056,8762,gZKjD2pR5EiTKmBJM,223A
Mom's hand-knit sweater,,,Animal,No,NFS,88.0,365,Yellow,Green,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,4,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother3,1056,12142,KcMw3wsigM4PzLxjz,2F6E
Mom's hand-knit sweater,,,Star,No,NFS,88.0,365,Green,Colorful,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,5,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother2,1056,12141,C7nmv5RonXp3zjnxe,2F6D
Mom's hand-knit sweater,,,Teddy bear,No,NFS,88.0,365,Blue,Brown,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,6,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother4,1056,12143,ggDxEA6MJJAAinivi,2F6F
Mom's hand-knit sweater,,,Accent patch,No,NFS,88.0,365,Blue,Beige,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,7,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother5,1056,12144,JbqXEAgHtjjx4yEkB,2F70
Mom's hand-knit sweater,,,Flowers,No,NFS,88.0,365,Beige,Colorful,1x1,,,Mom,Received in December in the Northern Hemisphere and received in June in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,8,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLMother1,1056,9614,ffv3duiGErC2pmLFQ,258E
Mom's handmade apron,,,Flowers,No,NFS,88.0,365,Gray,White,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother1,1057,9615,to9jhPL7hE376pxWv,258F
Mom's handmade apron,,,Fruits,No,NFS,88.0,365,Pink,White,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,2,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother4,1057,12157,fuFcnY4FcDFTdf2B7,2F7D
Mom's handmade apron,,,M,No,NFS,88.0,365,Orange,Yellow,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,3,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother0,1057,8763,WphkPyTj7QAnhfwtn,223B
Mom's handmade apron,,,Animals,No,NFS,88.0,365,Green,White,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,4,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother2,1057,12147,oWySjD3y9dKAuvsER,2F73
Mom's handmade apron,,,Forest print,No,NFS,88.0,365,Green,White,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,5,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother6,1057,12159,9nmRQaZDmgdi2c5k6,2F7F
Mom's handmade apron,,,Family,No,NFS,88.0,365,Blue,White,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,6,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother7,1057,12160,FqwWDp4pw5hWTM8HC,2F80
Mom's handmade apron,,,Denim,No,NFS,88.0,365,Blue,Gray,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,7,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother5,1057,12158,6jSvvki6gimkmrb6t,2F7E
Mom's handmade apron,,,Quilted pattern,No,NFS,88.0,365,Colorful,White,1x1,,,Mom,Received in June in the Northern Hemisphere and received in December in the Southern Hemisphere,,,All Year,All Year,,Free,Free,Cute,Active,comfy,8,Yes,Not for sale,1.0.0,Yes,TopsTexTopCoatLMother3,1057,12156,THWuCtRhw7dhWwM8F,2F7C
morning coat,,,,No,2500,625.0,51,Black,Gray,1x1,2200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Free,Manly,Elegant,Elegant,formal; party; theatrical; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMorningcoatBlack,159,3401,7nsRxYntZ3ERCxcqi,0D49
mountain parka,,,Black,No,1400,350.0,51,Black,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain3,8,4157,MStTkRoPfzSguB2ra,103D
mountain parka,,,Red,No,1400,350.0,51,Red,Red,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain0,8,3255,jJSbD4ibmvkeGX7QT,0CB7
mountain parka,,,Green,No,1400,350.0,51,Green,Green,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain2,8,4156,cSuBSnpM7JSW653c4,103C
mountain parka,,,Blue,No,1400,350.0,51,Blue,Blue,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain1,8,4155,ZvzkP5mFQGys3n8E7,103B
multipurpose vest,,,Gray,No,1680,420.0,51,Gray,Aqua,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Free,Free,Simple,Simple,outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMultivest1,549,8633,SNBjjZzPTiW2wWvZj,21B9
multipurpose vest,,,Avocado,No,1680,420.0,51,Green,Beige,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Free,Free,Simple,Simple,outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMultivest2,549,8634,NbxZwkPKGa5JwEyyi,21BA
multipurpose vest,,,Beige,No,1680,420.0,51,Beige,Gray,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Spring,,Free,Free,Simple,Simple,outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMultivest0,549,4798,iCb5BbT2qptKP6Kpz,12BE
muscle tank,,,Gray,No,640,160.0,51,Gray,Yellow,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle0,281,4267,wLEzEqyPQMh2cg9N2,10AB
muscle tank,,,Black,No,640,160.0,51,Black,Orange,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle4,281,8055,DmuytRpavf6mepu9F,1F77
muscle tank,,,Red,No,640,160.0,51,Red,Black,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle5,281,8056,yciJDuaJWSdyirFZs,1F78
muscle tank,,,Pink,No,640,160.0,51,Pink,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle3,281,8054,RY4XA8JG22wYdQhfk,1F76
muscle tank,,,Yellow,No,640,160.0,51,Yellow,Black,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle1,281,8052,YBHxhC42B5zto4d7X,1F74
muscle tank,,,Green,No,640,160.0,51,Green,Black,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle6,281,8057,RR5zhank7BYytXek6,1F79
muscle tank,,,Blue,No,640,160.0,51,Blue,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle7,281,8058,LNAnFujbieFnkkmsu,1F7A
muscle tank,,,Purple,No,640,160.0,51,Purple,Yellow,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle2,281,8053,cmWbjwvucfvJddiKE,1F75
music-fest shirt,,,Black,No,1200,300.0,51,Black,Yellow,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,Summer,Free,Free,Active,Active,outdoorsy; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive0,653,5290,NSwQbcYthSHu3kynp,14AA
music-fest shirt,,,Red,No,1200,300.0,51,Red,Blue,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive1,653,8410,H3nbziRn3mZ6erL9E,20DA
music-fest shirt,,,Light blue,No,1200,300.0,51,Aqua,Green,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive3,653,8412,Z4FnWS58ohr7y9xyR,20DC
music-fest shirt,,,Purple,No,1200,300.0,51,Purple,Pink,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Summer,,Free,Free,Active,Active,outdoorsy; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive2,653,8411,9oDQ8Ytb4nqgaLFDF,20DB
MVP tee,,,,No,640,160.0,51,White,Blue,1x1,580.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMvp0,1005,6835,MqS8y6MLcwXzvnhCb,1AB3
My Melody shirt,,,,No,1200,300.0,201,Pink,Pink,1x1,,,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,,,All Year,All Year,,Free,Free,Cute,Cute,everyday; fairy tale,1,Yes,Not in catalog,1.9.0,Yes,TopsTexTopYshirtsHMymelody0,1333,13759,YWt22tt8TrWjkPX7v,35BF
ni hao tee,,,,No,640,160.0,51,Pink,White,1x1,580.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHHelloch0,1172,12118,CoPYojspx37FcCgb6,2F56
nine-ball tee,,,,No,560,140.0,51,Orange,White,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball9,137,3326,8ZBqZhbRyH4HRdbo6,0CFE
No. 1 shirt,,,,No,560,140.0,51,Red,Aqua,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHOne0,1006,6888,JGTwnNNjjSRijFpuF,1AE8
No. 2 shirt,,,,No,560,140.0,51,Blue,Red,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHTwo0,1165,12036,iu9qYhJbRbjQ2Nbuy,2F04
No. 3 shirt,,,,No,560,140.0,51,Green,Orange,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHThree0,1166,12037,uZN5bEEowytkwd7pB,2F05
No. 4 shirt,,,,No,560,140.0,51,Pink,Red,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFour0,1167,12038,hNhqpPbu4NrdAxCF7,2F06
noble coat,,,White,No,4800,1200.0,51,White,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble2,71,7420,TFy4QnYDGWMo2Frq7,1CFC
noble coat,,,Black,No,4800,1200.0,51,Black,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble4,71,7422,pfodRRd9WghH8pweM,1CFE
noble coat,,,Red,No,4800,1200.0,51,Red,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble7,71,7425,8hM7A9mfL472rQr9K,1D01
noble coat,,,Ruby red,No,4800,1200.0,51,Pink,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble1,71,7419,8epM335hNruqWvTdH,1CFB
noble coat,,,Yellow,No,4800,1200.0,51,Yellow,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble6,71,7424,csYKgB26BRTdy8Xf9,1D00
noble coat,,,Green,No,4800,1200.0,51,Green,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble0,71,3171,f4irdbA7XtybyHJsY,0C63
